Product_ID,Sale_Date,Sales_Rep,Quantity_Sold,Product_Category,Unit_Cost,Unit_Sale_Price,Customer_Type,Discount,Payment_Method,Sales_Channel,Total_Sale_Amount_No_Discount,Total_Sale_Amount_with_Discount,Total_Unit_Cost_of_Sale,Total_Profit_Per_Sale,Provence,Provence_and_Sales_Rep
1007,2023-08-17,Eve,16,Furniture,4310.31,4633.1,New,0.28,Credit Card,Retail,74129.6,53373.31,68964.96,-15591.65,Leinster,Leinster-Eve
1067,2023-03-08,Bob,28,Electronics,3489.85,3842.55,New,0.03,Bank Transfer,Online,107591.40000000001,104363.66,97715.8,6647.86,Leinster,Leinster-Bob
1017,2023-02-20,Charlie,16,Furniture,102.23,167.12,New,0.04,Credit Card,Retail,2673.92,2566.96,1635.68,931.28,Ulster,Ulster-Charlie
1033,2023-04-07,Bob,4,Food,2000.75,2426.99,Returning,0.17,Bank Transfer,Online,9707.96,8057.61,8003.0,54.61,Leinster,Leinster-Bob
1048,2023-04-02,David,45,Electronics,4262.21,4533.31,Returning,0.27,Credit Card,Online,203998.95,148919.23,191799.45,-42880.22,Munster,Munster-David
1076,2023-09-21,Bob,26,Electronics,1762.0,2002.95,Returning,0.29,Credit Card,Retail,52076.700000000004,36974.46,45812.0,-8837.54,Ulster,Ulster-Bob
1059,2023-10-18,Alice,28,Electronics,224.32,715.06,Returning,0.01,Credit Card,Online,20021.68,19821.46,6280.96,13540.5,Ulster,Ulster-Alice
1086,2023-04-06,Charlie,32,Electronics,3743.59,4116.38,Returning,0.11,Cash,Online,131724.16,117234.5,119794.88,-2560.38,Connacht,Connacht-Charlie
1022,2023-03-29,Bob,45,Furniture,4020.09,4087.91,Returning,0.06,Bank Transfer,Online,183955.94999999998,172918.59,180904.05000000002,-7985.46,Connacht,Connacht-Bob
1030,2023-03-19,David,2,Clothing,844.94,1225.64,Returning,0.23,Credit Card,Online,2451.28,1887.49,1689.88,197.61,Leinster,Leinster-David
1038,2023-10-15,David,31,Clothing,2709.84,2766.51,New,0.19,Cash,Retail,85761.81000000001,69467.07,84005.04000000001,-14537.97,Connacht,Connacht-David
1051,2023-04-30,Bob,3,Food,1000.18,1023.64,Returning,0.04,Credit Card,Online,3070.92,2948.08,3000.54,-52.46,Connacht,Connacht-Bob
1054,2023-10-29,David,8,Clothing,3610.21,3817.99,Returning,0.15,Cash,Retail,30543.92,25962.33,28881.68,-2919.35,Connacht,Connacht-David
1008,2023-06-14,Eve,24,Clothing,1394.17,1891.02,New,0.21,Credit Card,Online,45384.479999999996,35853.74,33460.08,2393.66,Ulster,Ulster-Eve
1027,2023-07-01,Eve,15,Clothing,1615.26,1710.95,New,0.23,Credit Card,Retail,25664.25,19761.47,24228.9,-4467.43,Ulster,Ulster-Eve
1027,2023-08-11,Eve,43,Clothing,4232.61,4572.21,New,0.01,Cash,Retail,196605.03,194638.98,182002.22999999998,12636.75,Ulster,Ulster-Eve
1098,2023-11-07,Alice,31,Food,2407.8,2502.76,Returning,0.27,Cash,Retail,77585.56000000001,56637.46,74641.8,-18004.34,Connacht,Connacht-Alice
1021,2023-01-07,Bob,9,Furniture,3365.28,3730.43,New,0.17,Bank Transfer,Online,33573.869999999995,27866.31,30287.52,-2421.21,Ulster,Ulster-Bob
1030,2023-11-26,Alice,39,Electronics,2041.75,2299.37,Returning,0.24,Bank Transfer,Retail,89675.43,68153.33,79628.25,-11474.92,Connacht,Connacht-Alice
1097,2023-09-20,David,45,Clothing,1525.13,1868.32,Returning,0.24,Cash,Retail,84074.4,63896.54,68630.85,-4734.31,Ulster,Ulster-David
1028,2023-06-10,Alice,2,Furniture,3146.12,3255.53,Returning,0.06,Bank Transfer,Online,6511.06,6120.4,6292.24,-171.84,Ulster,Ulster-Alice
1064,2023-05-31,David,8,Clothing,816.54,1191.9,New,0.03,Cash,Retail,9535.2,9249.14,6532.32,2716.82,Munster,Munster-David
1097,2023-03-26,David,7,Clothing,1896.35,2394.2,New,0.22,Bank Transfer,Online,16759.399999999998,13072.33,13274.449999999999,-202.12,Leinster,Leinster-David
1069,2023-05-27,Charlie,44,Electronics,1084.73,1420.9,Returning,0.05,Credit Card,Online,62519.600000000006,59393.62,47728.12,11665.5,Connacht,Connacht-Charlie
1061,2023-04-22,Eve,39,Electronics,3494.19,3746.0,Returning,0.25,Bank Transfer,Retail,146094.0,109570.5,136273.41,-26702.91,Munster,Munster-Eve
1048,2023-02-05,David,42,Electronics,4723.83,5186.19,Returning,0.22,Credit Card,Online,217819.97999999998,169899.58,198400.86,-28501.28,Ulster,Ulster-David
1019,2023-10-12,Charlie,16,Clothing,4977.78,4995.55,New,0.25,Credit Card,Online,79928.8,59946.6,79644.48,-19697.88,Connacht,Connacht-Charlie
1004,2023-07-07,Eve,35,Clothing,2278.87,2646.53,Returning,0.09,Bank Transfer,Online,92628.55,84291.98,79760.45,4531.53,Ulster,Ulster-Eve
1035,2023-03-23,David,30,Clothing,1300.03,1745.52,New,0.09,Cash,Retail,52365.6,47652.7,39000.9,8651.8,Leinster,Leinster-David
1064,2023-01-02,David,10,Electronics,2242.01,2282.23,Returning,0.2,Credit Card,Online,22822.3,18257.84,22420.100000000002,-4162.26,Munster,Munster-David
1049,2023-10-30,Alice,38,Food,4243.98,4474.51,New,0.01,Credit Card,Online,170031.38,168331.07,161271.24,7059.83,Leinster,Leinster-Alice
1017,2023-07-16,Alice,18,Furniture,1069.73,1180.04,Returning,0.22,Bank Transfer,Online,21240.72,16567.76,19255.14,-2687.38,Munster,Munster-Alice
1044,2023-01-11,Eve,5,Food,4762.87,5050.46,New,0.25,Cash,Retail,25252.3,18939.22,23814.35,-4875.13,Ulster,Ulster-Eve
1092,2023-08-22,David,29,Clothing,1742.24,2070.52,New,0.12,Cash,Online,60045.08,52839.67,50524.96,2314.71,Leinster,Leinster-David
1030,2023-07-14,Bob,39,Clothing,4929.73,5088.02,New,0.23,Bank Transfer,Retail,198432.78000000003,152793.24,192259.46999999997,-39466.23,Leinster,Leinster-Bob
1093,2023-04-29,Alice,34,Food,4201.11,4436.5,New,0.05,Cash,Online,150841.0,143298.95,142837.74,461.21,Ulster,Ulster-Alice
1046,2023-01-20,Eve,43,Clothing,4052.42,4199.3,New,0.1,Bank Transfer,Retail,180569.9,162512.91,174254.06,-11741.15,Leinster,Leinster-Eve
1006,2023-09-18,David,45,Furniture,1623.63,1814.63,New,0.29,Bank Transfer,Retail,81658.35,57977.43,73063.35,-15085.92,Connacht,Connacht-David
1099,2023-10-20,David,23,Clothing,93.45,181.62,Returning,0.3,Bank Transfer,Retail,4177.26,2924.08,2149.35,774.73,Munster,Munster-David
1037,2023-09-13,Bob,5,Furniture,1941.56,2385.48,Returning,0.15,Credit Card,Online,11927.4,10138.29,9707.8,430.49,Munster,Munster-Bob
1024,2023-08-10,Eve,30,Food,1543.96,1558.87,Returning,0.28,Credit Card,Online,46766.1,33671.59,46318.8,-12647.21,Munster,Munster-Eve
1093,2023-08-14,David,6,Food,235.12,677.5,Returning,0.16,Credit Card,Online,4065.0,3414.6,1410.72,2003.88,Connacht,Connacht-David
1046,2023-02-22,Alice,46,Clothing,2551.56,2841.68,New,0.09,Bank Transfer,Retail,130717.28,118952.72,117371.76,1580.96,Munster,Munster-Alice
1053,2023-12-21,Bob,44,Furniture,2045.0,2217.51,Returning,0.08,Credit Card,Online,97570.44,89764.8,89980.0,-215.2,Ulster,Ulster-Bob
1095,2023-12-08,Eve,4,Clothing,3191.05,3555.35,New,0.28,Credit Card,Online,14221.4,10239.41,12764.2,-2524.79,Leinster,Leinster-Eve
1099,2023-12-30,Bob,29,Electronics,3124.87,3383.67,New,0.05,Credit Card,Retail,98126.43000000001,93220.11,90621.23,2598.88,Connacht,Connacht-Bob
1060,2023-10-07,Alice,23,Electronics,647.7,902.26,New,0.17,Bank Transfer,Online,20751.98,17224.14,14897.1,2327.04,Munster,Munster-Alice
1097,2023-03-22,Eve,6,Electronics,4885.98,4949.95,Returning,0.17,Bank Transfer,Online,29699.699999999997,24650.75,29315.879999999997,-4665.13,Ulster,Ulster-Eve
1063,2023-07-21,Bob,32,Electronics,975.31,1176.17,New,0.22,Bank Transfer,Retail,37637.44,29357.2,31209.92,-1852.72,Leinster,Leinster-Bob
1085,2023-06-07,Charlie,42,Clothing,2254.11,2382.23,Returning,0.15,Credit Card,Retail,100053.66,85045.61,94672.62000000001,-9627.01,Leinster,Leinster-Charlie
1032,2023-04-30,Alice,18,Electronics,2466.18,2483.87,Returning,0.08,Cash,Online,44709.659999999996,41132.89,44391.24,-3258.35,Connacht,Connacht-Alice
1087,2023-02-28,Alice,15,Furniture,4074.66,4261.11,Returning,0.05,Credit Card,Retail,63916.649999999994,60720.82,61119.899999999994,-399.08,Connacht,Connacht-Alice
1033,2023-08-03,Alice,40,Food,541.19,595.2,Returning,0.19,Credit Card,Online,23808.0,19284.48,21647.600000000002,-2363.12,Connacht,Connacht-Alice
1067,2023-05-08,Charlie,32,Food,2171.79,2307.64,Returning,0.22,Bank Transfer,Online,73844.48,57598.69,69497.28,-11898.59,Ulster,Ulster-Charlie
1018,2023-08-12,Charlie,9,Electronics,3161.09,3216.42,New,0.17,Bank Transfer,Online,28947.78,24026.66,28449.81,-4423.15,Ulster,Ulster-Charlie
1025,2023-07-28,David,37,Electronics,1115.02,1174.48,New,0.22,Credit Card,Online,43455.76,33895.49,41255.74,-7360.25,Connacht,Connacht-David
1095,2023-04-25,Bob,10,Electronics,3155.97,3263.49,Returning,0.04,Credit Card,Online,32634.899999999998,31329.5,31559.699999999997,-230.2,Munster,Munster-Bob
1054,2023-07-28,David,20,Clothing,4622.14,5122.07,New,0.26,Cash,Retail,102441.4,75806.64,92442.8,-16636.16,Leinster,Leinster-David
1058,2023-01-14,Bob,6,Food,4987.71,4998.78,Returning,0.17,Cash,Retail,29992.68,24893.92,29926.260000000002,-5032.34,Leinster,Leinster-Bob
1067,2023-01-09,Charlie,48,Electronics,210.63,533.58,New,0.04,Bank Transfer,Online,25611.840000000004,24587.37,10110.24,14477.13,Ulster,Ulster-Charlie
1046,2023-02-09,Charlie,3,Furniture,1216.16,1295.37,New,0.14,Cash,Retail,3886.1099999999997,3342.05,3648.4800000000005,-306.43,Leinster,Leinster-Charlie
1024,2023-08-25,David,42,Electronics,1586.02,2047.13,New,0.25,Cash,Retail,85979.46,64484.6,66612.84,-2128.24,Munster,Munster-David
1032,2023-10-08,Eve,11,Food,2025.67,2081.55,New,0.27,Bank Transfer,Online,22897.050000000003,16714.85,22282.370000000003,-5567.52,Leinster,Leinster-Eve
1047,2023-12-25,David,43,Electronics,1249.17,1727.15,New,0.08,Cash,Retail,74267.45,68326.05,53714.310000000005,14611.74,Ulster,Ulster-David
1086,2023-07-20,Bob,17,Food,1057.27,1366.62,New,0.21,Credit Card,Retail,23232.539999999997,18353.71,17973.59,380.12,Ulster,Ulster-Bob
1023,2023-09-03,David,32,Electronics,4775.04,4785.66,New,0.03,Cash,Online,153141.12,148546.89,152801.28,-4254.39,Munster,Munster-David
1066,2023-10-05,Alice,4,Furniture,4596.68,5044.74,New,0.01,Bank Transfer,Online,20178.96,19977.17,18386.72,1590.45,Munster,Munster-Alice
1027,2023-08-23,Bob,4,Electronics,282.61,548.25,New,0.17,Credit Card,Online,2193.0,1820.19,1130.44,689.75,Leinster,Leinster-Bob
1002,2023-01-04,Bob,17,Furniture,1727.12,1865.83,New,0.21,Cash,Online,31719.11,25058.1,29361.039999999997,-4302.94,Leinster,Leinster-Bob
1090,2023-06-03,Eve,41,Furniture,2055.49,2441.46,New,0.24,Credit Card,Online,100099.86,76075.89,84275.09,-8199.2,Ulster,Ulster-Eve
1017,2023-01-29,Charlie,19,Electronics,1233.12,1697.19,New,0.1,Credit Card,Online,32246.61,29021.95,23429.28,5592.67,Munster,Munster-Charlie
1033,2023-04-19,Bob,5,Furniture,3162.92,3409.93,New,0.0,Cash,Online,17049.649999999998,17049.65,15814.6,1235.05,Munster,Munster-Bob
1009,2023-04-08,Charlie,32,Clothing,3219.88,3384.5,Returning,0.14,Cash,Retail,108304.0,93141.44,103036.16,-9894.72,Munster,Munster-Charlie
1043,2023-08-03,David,22,Electronics,4260.0,4656.58,New,0.0,Bank Transfer,Online,102444.76,102444.76,93720.0,8724.76,Leinster,Leinster-David
1048,2023-10-20,Alice,6,Electronics,3717.3,4061.37,New,0.03,Bank Transfer,Retail,24368.22,23637.17,22303.800000000003,1333.37,Munster,Munster-Alice
1039,2023-03-16,Eve,35,Furniture,2735.74,3181.23,New,0.1,Credit Card,Retail,111343.05,100208.74,95750.9,4457.84,Ulster,Ulster-Eve
1093,2023-11-22,Charlie,22,Furniture,3285.25,3634.58,New,0.13,Bank Transfer,Online,79960.76,69565.86,72275.5,-2709.64,Ulster,Ulster-Charlie
1042,2023-05-26,Bob,1,Electronics,1406.24,1535.57,New,0.08,Credit Card,Retail,1535.57,1412.72,1406.24,6.48,Leinster,Leinster-Bob
1026,2023-05-08,Charlie,20,Clothing,2985.63,3452.14,New,0.17,Credit Card,Retail,69042.8,57305.52,59712.600000000006,-2407.08,Connacht,Connacht-Charlie
1099,2023-12-07,Bob,22,Furniture,2471.67,2533.04,Returning,0.02,Bank Transfer,Retail,55726.88,54612.34,54376.740000000005,235.6,Leinster,Leinster-Bob
1050,2023-02-11,Charlie,48,Furniture,710.06,851.35,Returning,0.04,Bank Transfer,Online,40864.8,39230.21,34082.88,5147.33,Connacht,Connacht-Charlie
1025,2023-12-22,Bob,11,Food,1250.59,1515.49,Returning,0.21,Bank Transfer,Retail,16670.39,13169.61,13756.49,-586.88,Munster,Munster-Bob
1024,2023-02-10,David,13,Clothing,1493.88,1781.09,New,0.04,Cash,Retail,23154.17,22228.0,19420.440000000002,2807.56,Leinster,Leinster-David
1013,2023-02-03,Bob,42,Clothing,4625.33,4642.83,New,0.19,Credit Card,Online,194998.86,157949.08,194263.86,-36314.78,Ulster,Ulster-Bob
1060,2023-01-17,Bob,3,Electronics,1190.41,1582.89,New,0.02,Credit Card,Retail,4748.67,4653.7,3571.2300000000005,1082.47,Munster,Munster-Bob
1007,2023-06-14,Alice,9,Clothing,1481.76,1668.95,Returning,0.12,Credit Card,Retail,15020.550000000001,13218.08,13335.84,-117.76,Ulster,Ulster-Alice
1057,2023-06-02,Bob,12,Electronics,1878.3,2087.45,New,0.05,Bank Transfer,Retail,25049.399999999998,23796.93,22539.6,1257.33,Munster,Munster-Bob
1036,2023-03-17,Alice,23,Food,3335.53,3742.12,New,0.03,Bank Transfer,Retail,86068.76,83486.7,76717.19,6769.51,Leinster,Leinster-Alice
1045,2023-03-28,Eve,14,Clothing,635.28,831.13,Returning,0.17,Bank Transfer,Retail,11635.82,9657.73,8893.92,763.81,Connacht,Connacht-Eve
1020,2023-04-27,Alice,33,Furniture,4772.03,4805.17,Returning,0.28,Bank Transfer,Online,158570.61000000002,114170.84,157476.99,-43306.15,Munster,Munster-Alice
1065,2023-12-28,David,18,Food,4334.58,4431.04,New,0.02,Bank Transfer,Retail,79758.72,78163.55,78022.44,141.11,Connacht,Connacht-David
1008,2023-12-08,Alice,49,Electronics,2907.22,3385.61,New,0.13,Cash,Online,165894.89,144328.55,142453.78,1874.77,Munster,Munster-Alice
1016,2023-01-27,Eve,41,Food,3386.49,3430.99,New,0.21,Bank Transfer,Retail,140670.59,111129.77,138846.09,-27716.32,Ulster,Ulster-Eve
1014,2023-11-09,David,9,Electronics,132.47,316.39,New,0.14,Credit Card,Online,2847.5099999999998,2448.86,1192.23,1256.63,Ulster,Ulster-David
1076,2023-10-14,Charlie,23,Food,1727.78,1984.34,Returning,0.24,Bank Transfer,Online,45639.82,34686.26,39738.94,-5052.68,Munster,Munster-Charlie
1087,2023-05-14,Charlie,10,Electronics,3988.52,4240.23,New,0.05,Credit Card,Online,42402.299999999996,40282.18,39885.2,396.98,Connacht,Connacht-Charlie
1015,2023-08-07,Alice,19,Clothing,433.54,445.48,New,0.29,Bank Transfer,Retail,8464.12,6009.53,8237.26,-2227.73,Leinster,Leinster-Alice
1092,2023-06-17,Alice,47,Furniture,1447.45,1703.02,Returning,0.12,Bank Transfer,Retail,80041.94,70436.91,68030.15000000001,2406.76,Leinster,Leinster-Alice
1098,2023-04-08,Eve,5,Electronics,2947.22,3145.27,New,0.1,Credit Card,Retail,15726.35,14153.72,14736.099999999999,-582.38,Ulster,Ulster-Eve
1066,2023-09-25,Eve,47,Food,1319.24,1805.56,New,0.26,Credit Card,Retail,84861.31999999999,62797.38,62004.28,793.1,Leinster,Leinster-Eve
1032,2023-08-25,Bob,23,Electronics,4673.19,4761.18,Returning,0.17,Credit Card,Retail,109507.14000000001,90890.93,107483.37,-16592.44,Ulster,Ulster-Bob
1087,2023-11-05,Eve,30,Electronics,698.74,882.28,Returning,0.15,Credit Card,Online,26468.399999999998,22498.14,20962.2,1535.94,Leinster,Leinster-Eve
1063,2023-06-22,Bob,25,Electronics,3997.1,4212.65,New,0.22,Cash,Online,105316.24999999999,82146.67,99927.5,-17780.83,Munster,Munster-Bob
1086,2023-07-09,David,28,Food,2564.35,2765.79,Returning,0.17,Credit Card,Online,77442.12,64276.96,71801.8,-7524.84,Ulster,Ulster-David
1051,2023-05-02,Alice,34,Furniture,3764.14,4100.4,Returning,0.05,Bank Transfer,Retail,139413.59999999998,132442.92,127980.76,4462.16,Ulster,Ulster-Alice
1025,2023-02-15,David,45,Clothing,1588.04,1703.64,New,0.2,Bank Transfer,Retail,76663.8,61331.04,71461.8,-10130.76,Munster,Munster-David
1058,2023-03-05,Eve,48,Furniture,2596.72,2715.05,Returning,0.04,Cash,Online,130322.40000000001,125109.5,124642.56,466.94,Ulster,Ulster-Eve
1063,2023-05-10,David,47,Electronics,4291.33,4658.64,New,0.24,Credit Card,Retail,218956.08000000002,166406.62,201692.51,-35285.89,Leinster,Leinster-David
1062,2023-11-06,David,25,Food,2361.05,2616.19,New,0.3,Bank Transfer,Retail,65404.75,45783.32,59026.25000000001,-13242.93,Leinster,Leinster-David
1022,2023-12-29,David,10,Furniture,1830.61,2044.04,New,0.11,Cash,Online,20440.4,18191.96,18306.1,-114.14,Ulster,Ulster-David
1058,2023-07-12,Eve,14,Electronics,2703.97,2796.88,New,0.13,Bank Transfer,Online,39156.32,34066.0,37855.579999999994,-3789.58,Leinster,Leinster-Eve
1058,2023-11-03,David,42,Clothing,3600.95,3702.84,Returning,0.01,Cash,Retail,155519.28,153964.09,151239.9,2724.19,Connacht,Connacht-David
1086,2023-06-30,Bob,46,Clothing,2245.64,2260.81,New,0.0,Cash,Retail,103997.26,103997.26,103299.43999999999,697.82,Ulster,Ulster-Bob
1049,2023-10-19,Eve,30,Clothing,4697.44,4752.24,New,0.28,Credit Card,Online,142567.19999999998,102648.38,140923.19999999998,-38274.82,Munster,Munster-Eve
1052,2023-10-09,David,41,Electronics,1509.98,1792.83,New,0.04,Cash,Retail,73506.03,70565.79,61909.18,8656.61,Connacht,Connacht-David
1042,2023-01-29,Eve,25,Food,2403.54,2850.56,New,0.13,Bank Transfer,Online,71264.0,61999.68,60088.5,1911.18,Ulster,Ulster-Eve
1070,2023-05-29,Charlie,14,Furniture,3796.79,3947.5,Returning,0.24,Bank Transfer,Online,55265.0,42001.4,53155.06,-11153.66,Munster,Munster-Charlie
1015,2023-09-24,Bob,35,Clothing,3461.15,3631.75,Returning,0.27,Credit Card,Online,127111.25,92791.21,121140.25,-28349.04,Leinster,Leinster-Bob
1054,2023-10-23,David,48,Electronics,4325.02,4391.67,Returning,0.16,Credit Card,Retail,210800.16,177072.13,207600.96000000002,-30528.83,Munster,Munster-David
1060,2023-01-11,Charlie,34,Electronics,4984.21,5184.64,New,0.17,Cash,Online,176277.76,146310.54,169463.14,-23152.6,Connacht,Connacht-Charlie
1097,2023-06-13,Charlie,10,Furniture,2162.95,2191.19,Returning,0.2,Credit Card,Online,21911.9,17529.52,21629.5,-4099.98,Leinster,Leinster-Charlie
1008,2023-04-23,Eve,35,Clothing,600.2,1059.82,Returning,0.29,Bank Transfer,Retail,37093.7,26336.53,21007.0,5329.53,Ulster,Ulster-Eve
1053,2023-07-06,Charlie,11,Electronics,200.56,540.38,New,0.18,Bank Transfer,Online,5944.18,4874.23,2206.16,2668.07,Leinster,Leinster-Charlie
1060,2023-10-22,Bob,11,Furniture,3648.04,4143.51,Returning,0.17,Credit Card,Retail,45578.61,37830.25,40128.44,-2298.19,Ulster,Ulster-Bob
1005,2023-08-20,Bob,21,Food,4376.37,4818.95,New,0.0,Credit Card,Retail,101197.95,101197.95,91903.77,9294.18,Ulster,Ulster-Bob
1068,2023-08-15,Alice,21,Food,1142.53,1384.3,Returning,0.02,Credit Card,Retail,29070.3,28488.89,23993.13,4495.76,Munster,Munster-Alice
1006,2023-11-06,Bob,22,Food,834.32,1098.97,Returning,0.17,Cash,Online,24177.34,20067.19,18355.04,1712.15,Munster,Munster-Bob
1096,2023-04-08,Charlie,45,Clothing,357.92,461.3,Returning,0.28,Cash,Online,20758.5,14946.12,16106.400000000001,-1160.28,Munster,Munster-Charlie
1094,2023-02-24,Bob,7,Furniture,4122.38,4358.78,Returning,0.26,Bank Transfer,Retail,30511.46,22578.48,28856.66,-6278.18,Connacht,Connacht-Bob
1047,2023-04-21,Eve,17,Furniture,1591.34,2043.82,New,0.29,Cash,Retail,34744.94,24668.91,27052.78,-2383.87,Connacht,Connacht-Eve
1099,2023-06-01,Alice,2,Electronics,2038.4,2073.32,New,0.16,Cash,Retail,4146.64,3483.18,4076.8,-593.62,Munster,Munster-Alice
1055,2023-09-03,Charlie,12,Electronics,2538.61,2971.75,Returning,0.24,Cash,Online,35661.0,27102.36,30463.32,-3360.96,Connacht,Connacht-Charlie
1040,2023-03-10,Alice,42,Electronics,4205.29,4382.35,New,0.25,Cash,Retail,184058.7,138044.03,176622.18,-38578.15,Leinster,Leinster-Alice
1052,2023-11-08,Charlie,18,Furniture,3271.62,3722.38,Returning,0.19,Bank Transfer,Retail,67002.84,54272.3,58889.159999999996,-4616.86,Leinster,Leinster-Charlie
1016,2023-10-16,Eve,11,Electronics,3094.57,3565.6,Returning,0.1,Credit Card,Retail,39221.6,35299.44,34040.270000000004,1259.17,Connacht,Connacht-Eve
1013,2023-09-07,Alice,16,Furniture,919.58,1258.3,Returning,0.14,Bank Transfer,Online,20132.8,17314.21,14713.28,2600.93,Connacht,Connacht-Alice
1030,2023-02-05,David,49,Furniture,2590.29,2925.86,Returning,0.26,Cash,Retail,143367.14,106091.68,126924.20999999999,-20832.53,Leinster,Leinster-David
1019,2023-08-27,Charlie,18,Food,3591.14,3822.99,Returning,0.09,Credit Card,Online,68813.81999999999,62620.58,64640.52,-2019.94,Ulster,Ulster-Charlie
1017,2023-05-28,David,35,Electronics,4867.64,5287.05,Returning,0.28,Credit Card,Online,185046.75,133233.66,170367.40000000002,-37133.74,Leinster,Leinster-David
1063,2023-08-15,Alice,26,Food,1046.96,1528.15,New,0.07,Credit Card,Retail,39731.9,36950.67,27220.96,9729.71,Leinster,Leinster-Alice
1019,2023-09-01,David,16,Clothing,97.24,487.03,New,0.22,Bank Transfer,Retail,7792.48,6078.13,1555.84,4522.29,Connacht,Connacht-David
1092,2023-12-03,David,6,Clothing,422.74,737.49,Returning,0.19,Credit Card,Retail,4424.9400000000005,3584.2,2536.44,1047.76,Leinster,Leinster-David
1058,2023-12-31,Alice,44,Clothing,1910.47,2217.8,New,0.22,Bank Transfer,Online,97583.20000000001,76114.9,84060.68000000001,-7945.78,Connacht,Connacht-Alice
1055,2023-07-20,Eve,43,Furniture,4111.7,4537.94,Returning,0.13,Bank Transfer,Online,195131.41999999998,169764.34,176803.1,-7038.76,Connacht,Connacht-Eve
1090,2023-06-03,David,47,Furniture,85.35,360.54,New,0.28,Cash,Online,16945.38,12200.67,4011.45,8189.22,Munster,Munster-David
1090,2023-03-14,David,47,Furniture,2310.82,2714.71,New,0.19,Cash,Retail,127591.37,103349.01,108608.54000000001,-5259.53,Leinster,Leinster-David
1062,2023-07-20,Eve,48,Electronics,1679.69,1939.04,New,0.09,Credit Card,Online,93073.92,84697.27,80625.12,4072.15,Ulster,Ulster-Eve
1023,2023-10-23,David,42,Food,309.78,350.38,Returning,0.19,Credit Card,Retail,14715.96,11919.93,13010.759999999998,-1090.83,Munster,Munster-David
1009,2023-01-17,David,12,Furniture,2278.67,2476.8,New,0.09,Cash,Retail,29721.600000000002,27046.66,27344.04,-297.38,Connacht,Connacht-David
1012,2023-05-09,David,13,Food,1311.01,1538.79,Returning,0.09,Bank Transfer,Retail,20004.27,18203.89,17043.13,1160.76,Connacht,Connacht-David
1001,2023-08-05,Bob,4,Food,1791.83,1871.22,Returning,0.12,Bank Transfer,Online,7484.88,6586.69,7167.32,-580.63,Ulster,Ulster-Bob
1058,2023-03-02,Eve,39,Food,3542.8,3603.02,Returning,0.26,Cash,Online,140517.78,103983.16,138169.2,-34186.04,Connacht,Connacht-Eve
1001,2023-04-14,David,2,Electronics,2631.68,2904.06,New,0.15,Bank Transfer,Online,5808.12,4936.9,5263.36,-326.46,Leinster,Leinster-David
1034,2023-02-11,Eve,26,Electronics,667.0,718.72,New,0.2,Cash,Retail,18686.72,14949.38,17342.0,-2392.62,Munster,Munster-Eve
1096,2023-01-25,Charlie,27,Clothing,4809.0,4967.44,New,0.12,Cash,Online,134120.87999999998,118026.37,129843.0,-11816.63,Connacht,Connacht-Charlie
1048,2023-02-08,Charlie,27,Clothing,3197.76,3572.61,Returning,0.08,Credit Card,Online,96460.47,88743.63,86339.52,2404.11,Connacht,Connacht-Charlie
1089,2023-10-18,David,15,Food,3841.05,4323.62,Returning,0.29,Credit Card,Retail,64854.299999999996,46046.55,57615.75,-11569.2,Ulster,Ulster-David
1001,2023-05-11,Eve,8,Clothing,442.11,803.87,New,0.18,Cash,Retail,6430.96,5273.39,3536.88,1736.51,Leinster,Leinster-Eve
1016,2023-08-17,Eve,7,Food,282.94,779.33,Returning,0.28,Credit Card,Online,5455.31,3927.82,1980.58,1947.24,Connacht,Connacht-Eve
1061,2023-04-18,Eve,47,Electronics,146.27,498.46,New,0.06,Cash,Retail,23427.62,22021.96,6874.6900000000005,15147.27,Ulster,Ulster-Eve
1064,2023-06-21,Bob,46,Electronics,984.53,1138.49,New,0.04,Bank Transfer,Online,52370.54,50275.72,45288.38,4987.34,Connacht,Connacht-Bob
1063,2023-04-12,Charlie,40,Electronics,2101.32,2440.63,New,0.26,Bank Transfer,Retail,97625.20000000001,72242.65,84052.8,-11810.15,Ulster,Ulster-Charlie
1069,2023-12-20,Eve,12,Furniture,4682.34,5036.4,New,0.2,Bank Transfer,Retail,60436.799999999996,48349.44,56188.08,-7838.64,Ulster,Ulster-Eve
1022,2023-01-12,Eve,13,Food,2312.45,2504.6,Returning,0.06,Bank Transfer,Online,32559.8,30606.21,30061.85,544.36,Leinster,Leinster-Eve
1093,2023-10-02,Bob,43,Electronics,1486.76,1505.44,New,0.08,Cash,Retail,64733.920000000006,59555.21,63930.68,-4375.47,Connacht,Connacht-Bob
1067,2023-04-11,Bob,17,Food,2831.58,3186.15,New,0.24,Bank Transfer,Retail,54164.55,41165.06,48136.86,-6971.8,Leinster,Leinster-Bob
1076,2023-02-13,Eve,17,Clothing,604.08,624.71,New,0.14,Bank Transfer,Retail,10620.07,9133.26,10269.36,-1136.1,Ulster,Ulster-Eve
1026,2023-11-01,Alice,36,Clothing,3067.05,3386.33,New,0.2,Bank Transfer,Online,121907.88,97526.3,110413.8,-12887.5,Munster,Munster-Alice
1016,2023-01-17,Eve,21,Electronics,2863.74,2953.91,New,0.1,Bank Transfer,Retail,62032.11,55828.9,60138.53999999999,-4309.64,Connacht,Connacht-Eve
